date,time,customer id,branch,customer name,age,sex,education,course,subject,type,hours,total cost,membership,gift voucher
18/09/2023,5:38 pm,8029,Samyan,Frances Mraz,17,F,Secondary,1 week marathon,Math,onsite,8 am - 9 am,2990,Premium,200
23/09/2023,6:39 pm,8030,Samyan,Ginger Hintz MD,9,F,Primary,2 week fornight,Math,online,12 pm - 1 pm,5990,None,100
03/05/2023,9:05 am,8031,Samyan,Barry Harvey,13,M,GED,1 month pack,Math,onsite,8 pm - 9 pm,8990,None,100
09/03/2023,11:24 am,8032,Ekkamai,Ollie Treutel,15,F,GED,1 day miracle,Math,online,5 pm - 6 pm,490,None,1000
20/10/2023,11:33 am,8033,Samyan,Randolph Predovic,11,M,Primary,1 week marathon,Science,onsite,2 pm - 3 pm,2990,None,100
27/08/2023,5:48 pm,8034,Samyan,Salvador Hilpert,8,M,Primary,2 week fornight,Social Studies,onsite,10 am - 11 am,5990,None,200
21/02/2023,1:16 pm,8035,Bangkrapi,Van Cole,20,M,Bachelor,1 day miracle,Language,onsite,9 pm - 10 pm,490,None,200
12/10/2023,9:01 am,8036,Ladkrabang,Tommy Hoeger,8,M,Primary,1 day miracle,Math,onsite,3 pm - 4 pm,490,None,200
14/08/2023,12:30 pm,8037,Samyan,Mark Lowe,11,M,Primary,2 week fornight,Language,online,2 pm - 3 pm,5990,Premium,100
07/07/2023,12:14 pm,8038,Ladkrabang,Rachael Kovacek,17,F,GED,1 day miracle,Social Studies,online,4 pm - 5 pm,490,Premium,100
09/05/2023,12:06 pm,8039,Samyan,Miss Ana Rowe,10,F,Primary,1 day miracle,Social Studies,online,10 am - 11 am,490,Premium,100
07/09/2023,4:37 pm,8040,Bangkrapi,Marjorie Swaniawski,15,F,GED,1 week marathon,Math,online,9 pm - 10 pm,2990,None,200
28/02/2023,8:27 pm,8041,Samyan,Damon Ryan,9,M,Primary,2 week fornight,Math,onsite,5 pm - 6 pm,5990,None,100
07/03/2023,1:16 pm,8042,Samyan,Todd Kuhlman V,12,M,Primary,2 week fornight,Science,online,9 pm - 10 pm,5990,Premium,1000
06/08/2023,7:04 pm,8043,Samyan,Kim Stoltenberg,10,M,Primary,1 month pack,Math,online,12 pm - 1 pm,8990,Premium,100
07/01/2023,6:14 pm,8044,Samyan,Lillie Lockman-Wolf,17,F,GED,1 week marathon,Social Studies,onsite,6 pm - 7 pm,2990,Standard,200
13/02/2023,10:37 am,8045,Samyan,Jan Wilkinson,18,F,Vocational,1 day miracle,Language,onsite,2 pm - 3 pm,490,None,100
30/07/2023,9:52 pm,8046,Samyan,Dan Armstrong,17,M,Vocational,1 month pack,Math,onsite,1 pm - 2 pm,8990,Standard,100
19/11/2023,12:36 pm,8047,Bangkrapi,Inez Sawayn,10,F,Primary,2 week fornight,Math,online,6 pm - 7 pm,5990,None,100
29/01/2023,2:16 pm,8048,Samyan,Casey Kub,9,F,Primary,1 day miracle,Math,online,6 pm - 7 pm,490,Premium,100
26/02/2023,8:44 am,8049,Samyan,Felix Lang,11,M,Primary,1 day miracle,Language,onsite,1 pm - 2 pm,490,Standard,500
10/08/2023,12:35 pm,8050,Samyan,Marlon Dach,12,M,Primary,1 week marathon,Language,online,9 pm - 10 pm,2990,Premium,1000
21/11/2023,9:56 pm,8051,Ekkamai,Cora Crist,14,F,Secondary,1 month pack,Social Studies,online,7 pm - 8 pm,8990,Premium,100
02/03/2023,10:30 am,8052,Bangkrapi,Madeline Kirlin,12,F,Primary,1 month pack,Math,online,11 am - 12 pm,8990,Premium,500
31/03/2023,11:16 am,8053,Ekkamai,Sadie Ledner,11,F,Primary,2 week fornight,Math,online,8 am - 9 am,5990,Standard,100
18/05/2023,8:34 pm,8054,Ekkamai,Ann Beahan,15,F,Vocational,1 day miracle,Social Studies,onsite,7 pm - 8 pm,490,None,100
30/12/2023,11:14 am,8055,Ekkamai,Agnes Kuphal-Conn,14,F,GED,2 week fornight,Science,online,8 am - 9 am,5990,Premium,100
23/08/2023,8:01 pm,8056,Samyan,Gwendolyn Denesik I,7,F,Primary,1 month pack,Language,online,8 pm - 9 pm,8990,Standard,100
14/05/2023,9:30 pm,8057,Ekkamai,Bill Reinger Jr.,9,M,Primary,1 day miracle,Math,online,9 am - 10 am,490,Standard,100
21/07/2023,3:44 pm,8058,Ekkamai,Ernestine Kilback,9,F,Primary,1 day miracle,Science,onsite,12 pm - 1 pm,490,None,200
14/04/2023,7:07 pm,8059,Ekkamai,Abel Schamberger,7,M,Primary,1 month pack,Social Studies,online,7 pm - 8 pm,8990,None,100
04/08/2023,3:28 pm,8060,Ekkamai,Willie Macejkovic,16,F,GED,1 week marathon,Language,online,3 pm - 4 pm,2990,None,200
09/09/2023,8:26 pm,8061,Samyan,Marcus Yost,17,M,Vocational,1 month pack,Social Studies,onsite,11 am - 12 pm,8990,Premium,1000
29/01/2023,1:27 pm,8062,Samyan,Veronica Bailey I,14,F,GED,1 week marathon,Math,online,7 pm - 8 pm,2990,Standard,500
17/04/2023,8:52 am,8063,Ekkamai,Kelvin Balistreri,13,M,Secondary,1 day miracle,Language,online,2 pm - 3 pm,490,Premium,200
20/07/2023,8:24 pm,8064,Ekkamai,Beth Romaguera,8,F,Primary,1 month pack,Science,onsite,7 pm - 8 pm,8990,None,200
14/12/2023,6:49 pm,8065,Ekkamai,Leticia Hauck V,12,F,Primary,1 day miracle,Language,onsite,1 pm - 2 pm,490,Premium,200
22/04/2023,7:53 pm,8066,Samyan,Daryl Williamson,17,M,Vocational,1 week marathon,Science,online,4 pm - 5 pm,2990,None,500
18/11/2023,7:59 pm,8067,Samyan,Amy Hartmann,20,F,Bachelor,1 month pack,Language,online,4 pm - 5 pm,8990,Premium,200
02/12/2023,7:53 pm,8068,Ekkamai,Oliver Powlowski,13,M,GED,1 week marathon,Math,onsite,11 am - 12 pm,2990,Standard,100
19/04/2023,6:34 pm,8069,Samyan,Katie Ziemann,13,F,Secondary,1 day miracle,Language,online,7 pm - 8 pm,490,None,100
09/04/2023,7:49 pm,8070,Ekkamai,Bruce Spinka,13,M,Secondary,2 week fornight,Social Studies,onsite,6 pm - 7 pm,5990,Premium,100
10/12/2023,11:54 am,8071,Bangkrapi,Keith McCullough Sr.,7,M,Primary,2 week fornight,Science,online,4 pm - 5 pm,5990,None,200
26/01/2023,1:46 pm,8072,Ladkrabang,Brandy Hane,8,F,Primary,2 week fornight,Science,onsite,8 pm - 9 pm,5990,None,100
23/02/2023,3:37 pm,8073,Samyan,Andrea Kozey,10,F,Primary,1 week marathon,Language,onsite,7 pm - 8 pm,2990,Standard,100
30/07/2023,9:52 pm,8074,Ekkamai,Lloyd Thiel,10,M,Primary,2 week fornight,Science,onsite,9 pm - 10 pm,5990,Standard,200
16/05/2023,12:10 pm,8075,Samyan,Glenda Schaefer,12,F,Primary,1 month pack,Social Studies,onsite,8 pm - 9 pm,8990,Premium,100
19/08/2023,12:14 pm,8076,Ladkrabang,Sheldon Murray,9,M,Primary,1 week marathon,Science,online,3 pm - 4 pm,2990,Premium,100
05/05/2023,12:00 pm,8077,Ladkrabang,Lloyd Wyman,15,M,GED,1 week marathon,Science,online,12 pm - 1 pm,2990,None,100
23/04/2023,10:05 am,8078,Ekkamai,Suzanne Durgan V,8,F,Primary,2 week fornight,Science,onsite,7 pm - 8 pm,5990,Premium,100
11/04/2023,1:34 pm,8079,Samyan,Miss Sadie Jacobi Jr.,13,F,GED,2 week fornight,Science,onsite,6 pm - 7 pm,5990,Standard,100
12/11/2023,10:40 am,8080,Bangkrapi,Jessie Turcotte,9,M,Primary,1 week marathon,Science,online,1 pm - 2 pm,2990,Standard,100
22/03/2023,10:32 am,8081,Ladkrabang,Archie Bailey,13,M,GED,1 week marathon,Math,online,2 pm - 3 pm,2990,Premium,100
05/10/2023,8:55 pm,8082,Samyan,Elena Zemlak,15,F,Vocational,2 week fornight,Language,onsite,12 pm - 1 pm,5990,Standard,100
15/05/2023,7:20 pm,8083,Ekkamai,Carole Lemke,14,F,GED,1 week marathon,Math,online,9 am - 10 am,2990,Premium,100
16/12/2023,2:56 pm,8084,Bangkrapi,Arnold Steuber,12,M,Primary,1 week marathon,Social Studies,onsite,2 pm - 3 pm,2990,Standard,100
17/09/2023,6:58 pm,8085,Ekkamai,Ramiro Rolfson,10,M,Primary,1 day miracle,Science,online,9 am - 10 am,490,Premium,100
25/05/2023,11:13 am,8086,Samyan,Erick Nicolas,13,M,Secondary,1 month pack,Social Studies,onsite,11 am - 12 pm,8990,None,100
21/10/2023,12:37 pm,8087,Samyan,Caroline Murphy,16,F,Vocational,1 day miracle,Language,online,11 am - 12 pm,490,Standard,100
18/11/2023,8:18 am,8088,Ekkamai,Marsha Cassin,15,F,Vocational,1 day miracle,Social Studies,online,1 pm - 2 pm,490,None,200
18/09/2023,4:40 pm,8089,Ekkamai,Neil Brown,10,M,Primary,1 day miracle,Language,online,4 pm - 5 pm,490,Premium,100
23/11/2023,8:34 am,8090,Ekkamai,Mark Konopelski,9,M,Primary,1 week marathon,Math,onsite,9 pm - 10 pm,2990,Premium,200
04/09/2023,8:28 am,8091,Ekkamai,Eric Crist,12,M,Primary,1 month pack,Social Studies,online,12 pm - 1 pm,8990,Premium,500
18/09/2023,4:48 pm,8092,Samyan,Georgia Herman,20,F,Bachelor,1 day miracle,Social Studies,onsite,9 am - 10 am,490,Premium,100
13/02/2023,8:57 pm,8093,Samyan,Lee Anderson,15,M,Vocational,2 week fornight,Language,onsite,1 pm - 2 pm,5990,None,1000
19/05/2023,9:07 pm,8094,Ekkamai,Nellie O'Kon,9,F,Primary,2 week fornight,Science,online,1 pm - 2 pm,5990,None,1000
10/07/2023,3:03 pm,8095,Ladkrabang,Jean Heaney Jr.,15,F,Secondary,1 day miracle,Social Studies,onsite,8 pm - 9 pm,490,Standard,100
21/09/2023,9:43 am,8096,Ladkrabang,Jason Lueilwitz,8,M,Primary,2 week fornight,Science,online,1 pm - 2 pm,5990,Premium,100
16/06/2023,6:56 pm,8097,Samyan,Marie Kutch,10,F,Primary,2 week fornight,Social Studies,onsite,12 pm - 1 pm,5990,Premium,500
06/09/2023,6:10 pm,8098,Samyan,Miss Rhonda Bruen,9,F,Primary,1 month pack,Language,onsite,2 pm - 3 pm,8990,Standard,200
19/05/2023,5:12 pm,8099,Ekkamai,Donald Kertzmann,13,M,Secondary,1 month pack,Social Studies,onsite,9 am - 10 am,8990,Premium,100
02/07/2023,4:20 pm,8100,Ekkamai,Archie Carroll,19,M,Bachelor,1 month pack,Social Studies,onsite,2 pm - 3 pm,8990,Standard,100
20/03/2023,2:47 pm,8101,Ekkamai,Gail Hammes,9,F,Primary,1 month pack,Math,onsite,6 pm - 7 pm,8990,Standard,200
29/04/2023,12:39 pm,8102,Ekkamai,Charlotte Kuhic,7,F,Primary,1 month pack,Social Studies,onsite,6 pm - 7 pm,8990,Premium,1000
28/02/2023,7:49 pm,8103,Ekkamai,Mrs. Katherine Lockman,15,F,Secondary,1 day miracle,Language,online,8 pm - 9 pm,490,None,100
27/01/2023,3:24 pm,8104,Samyan,Kay Will,10,F,Primary,1 day miracle,Social Studies,online,7 pm - 8 pm,490,None,200
16/07/2023,4:52 pm,8105,Samyan,Bernard Sawayn,17,M,GED,1 day miracle,Math,onsite,1 pm - 2 pm,490,Premium,100
17/01/2023,8:20 am,8106,Samyan,Betty Hand,16,F,GED,1 day miracle,Language,onsite,5 pm - 6 pm,490,None,100
26/06/2023,11:31 am,8107,Samyan,Vincent Hirthe,16,M,Vocational,1 week marathon,Science,online,8 am - 9 am,2990,Premium,100
28/04/2023,6:03 pm,8108,Samyan,Victoria Ortiz,19,F,Bachelor,1 week marathon,Social Studies,online,12 pm - 1 pm,2990,Standard,100
19/11/2023,3:24 pm,8109,Bangkrapi,Gregory Hansen,15,M,Secondary,1 week marathon,Social Studies,onsite,3 pm - 4 pm,2990,Standard,200
21/11/2023,3:30 pm,8110,Samyan,Shawn Bayer,11,M,Primary,1 day miracle,Math,online,1 pm - 2 pm,490,Standard,100
22/12/2023,6:03 pm,8111,Samyan,Clinton Franey,19,M,Bachelor,2 week fornight,Science,online,4 pm - 5 pm,5990,Standard,100
25/11/2023,8:19 am,8112,Ladkrabang,Kerry Wisoky Sr.,19,M,Bachelor,1 week marathon,Social Studies,online,3 pm - 4 pm,2990,Standard,100
06/03/2023,6:47 pm,8113,Samyan,Vicky Moen-Hintz,10,F,Primary,1 month pack,Science,onsite,4 pm - 5 pm,8990,None,500
06/01/2023,3:57 pm,8114,Samyan,Jacqueline Dach,12,F,Primary,1 day miracle,Math,online,1 pm - 2 pm,490,Premium,500
15/03/2023,2:48 pm,8115,Samyan,Cedric Corkery DVM,10,M,Primary,1 week marathon,Language,online,2 pm - 3 pm,2990,None,200
05/08/2023,3:55 pm,8116,Ekkamai,Nettie Senger,14,F,Secondary,1 week marathon,Science,online,9 am - 10 am,2990,None,500
17/06/2023,11:59 am,8117,Ekkamai,Raul Watsica,12,M,Primary,1 month pack,Language,onsite,11 am - 12 pm,8990,None,1000
26/04/2023,7:23 pm,8118,Ekkamai,Mrs. Juanita Harris IV,18,F,GED,1 day miracle,Social Studies,onsite,1 pm - 2 pm,490,Premium,100
26/07/2023,7:01 pm,8119,Bangkrapi,Robert Howe,8,M,Primary,1 day miracle,Social Studies,onsite,2 pm - 3 pm,490,Standard,1000
27/06/2023,4:06 pm,8120,Samyan,Erika Satterfield,16,F,Secondary,2 week fornight,Language,online,8 am - 9 am,5990,Standard,200
18/05/2023,1:25 pm,8121,Ekkamai,Dwight Abbott,7,M,Primary,1 week marathon,Science,online,10 am - 11 am,2990,Standard,500
27/03/2023,12:45 pm,8122,Samyan,Sylvester Wintheiser,12,M,Primary,2 week fornight,Language,online,9 am - 10 am,5990,None,200
01/03/2023,5:50 pm,8123,Ekkamai,Jane Rutherford,11,F,Primary,1 month pack,Social Studies,online,1 pm - 2 pm,8990,None,100
11/04/2023,8:05 pm,8124,Samyan,Jim Rolfson-O'Reilly,7,M,Primary,1 week marathon,Math,onsite,8 am - 9 am,2990,Standard,100
16/09/2023,2:30 pm,8125,Samyan,Mark Hauck,18,M,Secondary,1 week marathon,Math,onsite,9 am - 10 am,2990,None,100
06/02/2023,8:59 am,8126,Ekkamai,Kristine Bayer,9,F,Primary,1 month pack,Science,online,5 pm - 6 pm,8990,None,100
29/04/2023,2:42 pm,8127,Samyan,Kurt Halvorson III,7,M,Primary,2 week fornight,Social Studies,online,7 pm - 8 pm,5990,Premium,100
07/08/2023,7:35 pm,8128,Ladkrabang,Calvin Tremblay,18,M,Vocational,1 month pack,Math,onsite,9 pm - 10 pm,8990,Premium,200
09/09/2023,2:30 pm,8129,Samyan,Nathaniel Thompson,8,M,Primary,1 month pack,Social Studies,onsite,2 pm - 3 pm,8990,Standard,200
01/02/2023,7:41 pm,8130,Ekkamai,Brian Harvey,12,M,Primary,1 month pack,Math,online,8 pm - 9 pm,8990,Standard,500
21/06/2023,11:37 am,8131,Ekkamai,Christopher Watsica-Donnelly,15,M,GED,2 week fornight,Math,onsite,3 pm - 4 pm,5990,Standard,100
10/06/2023,5:53 pm,8132,Ladkrabang,Wilbur Turcotte,17,M,Secondary,1 week marathon,Language,onsite,2 pm - 3 pm,2990,Standard,100
26/08/2023,10:30 am,8133,Samyan,Shawna Gibson,19,F,Bachelor,1 week marathon,Language,onsite,8 pm - 9 pm,2990,None,100
13/06/2023,8:28 pm,8134,Ekkamai,Kristy VonRueden,9,F,Primary,2 week fornight,Language,onsite,12 pm - 1 pm,5990,Premium,100
11/02/2023,3:19 pm,8135,Samyan,Mark Ernser PhD,9,M,Primary,1 month pack,Science,online,12 pm - 1 pm,8990,Premium,200
23/05/2023,12:18 pm,8136,Ekkamai,Tom Wiegand,15,M,GED,2 week fornight,Science,online,8 pm - 9 pm,5990,Standard,200
07/03/2023,2:36 pm,8137,Ekkamai,Janis Spinka MD,9,F,Primary,2 week fornight,Social Studies,online,5 pm - 6 pm,5990,Standard,100
22/02/2023,8:03 pm,8138,Samyan,Camille Connelly,20,F,Bachelor,2 week fornight,Science,online,4 pm - 5 pm,5990,Standard,200
01/05/2023,12:24 pm,8139,Ekkamai,Guadalupe Champlin,7,M,Primary,1 week marathon,Language,onsite,1 pm - 2 pm,2990,Standard,500
25/04/2023,12:26 pm,8140,Ekkamai,Allison Runolfsson,7,F,Primary,1 week marathon,Math,onsite,6 pm - 7 pm,2990,Premium,100
28/12/2023,8:56 am,8141,Samyan,Robin Thompson,20,M,Bachelor,1 month pack,Science,onsite,4 pm - 5 pm,8990,Premium,100
31/05/2023,9:08 am,8142,Samyan,Enrique Turner,18,M,Vocational,1 day miracle,Math,onsite,5 pm - 6 pm,490,Standard,100
07/01/2023,8:06 am,8143,Bangkrapi,Betsy Boyle,20,F,Bachelor,1 month pack,Social Studies,online,8 pm - 9 pm,8990,Standard,100
10/09/2023,2:15 pm,8144,Ekkamai,Gene Hayes,11,M,Primary,2 week fornight,Language,onsite,9 am - 10 am,5990,None,500
04/01/2023,6:10 pm,8145,Samyan,Mark Boyle,11,M,Primary,1 day miracle,Science,online,2 pm - 3 pm,490,Standard,100
26/06/2023,10:09 am,8146,Ekkamai,Kristin Bernier,8,F,Primary,1 day miracle,Science,online,3 pm - 4 pm,490,Standard,200
05/02/2023,3:32 pm,8147,Ladkrabang,Neil Spencer,16,M,GED,1 day miracle,Science,onsite,8 pm - 9 pm,490,None,100
17/09/2023,8:23 am,8148,Ekkamai,Leon Rolfson V,16,M,Vocational,1 day miracle,Science,online,10 am - 11 am,490,None,500
06/05/2023,1:59 pm,8149,Bangkrapi,Derrick Bruen,8,M,Primary,2 week fornight,Language,onsite,9 am - 10 am,5990,Standard,100
18/12/2023,1:12 pm,8150,Bangkrapi,Madeline Baumbach IV,13,F,Secondary,1 day miracle,Social Studies,onsite,8 pm - 9 pm,490,Standard,100
27/09/2023,9:07 pm,8151,Ekkamai,Joanne Blick,9,F,Primary,1 month pack,Social Studies,onsite,8 pm - 9 pm,8990,Premium,100
01/03/2023,11:55 am,8152,Samyan,Bill Ratke,11,M,Primary,1 week marathon,Language,online,3 pm - 4 pm,2990,None,100
06/12/2023,5:03 pm,8153,Ekkamai,Alan Wyman,10,M,Primary,1 week marathon,Math,onsite,10 am - 11 am,2990,None,100
01/02/2023,4:36 pm,8154,Ekkamai,Beulah Beer,13,F,GED,1 day miracle,Math,onsite,6 pm - 7 pm,490,None,200
31/03/2023,10:49 am,8155,Ekkamai,Muriel Adams,20,F,Bachelor,1 week marathon,Language,onsite,2 pm - 3 pm,2990,Standard,200
23/05/2023,7:39 pm,8156,Samyan,Ginger Roberts,11,F,Primary,1 month pack,Social Studies,online,8 pm - 9 pm,8990,Standard,100
13/02/2023,2:55 pm,8157,Bangkrapi,Christina Quigley,10,F,Primary,1 week marathon,Language,online,1 pm - 2 pm,2990,None,200
10/11/2023,11:04 am,8158,Ekkamai,Jean Marquardt,18,F,GED,2 week fornight,Language,onsite,7 pm - 8 pm,5990,Standard,200
24/04/2023,11:35 am,8159,Ekkamai,Barry Bruen,18,M,Vocational,1 month pack,Social Studies,online,1 pm - 2 pm,8990,Premium,100
25/04/2023,2:15 pm,8160,Ekkamai,Ramona Kessler,10,F,Primary,1 week marathon,Language,onsite,5 pm - 6 pm,2990,None,500
12/11/2023,6:54 pm,8161,Samyan,Jasmine Cassin,12,F,Primary,1 day miracle,Social Studies,online,8 pm - 9 pm,490,None,500
16/02/2023,9:33 pm,8162,Ladkrabang,Lyle Jaskolski,9,M,Primary,1 day miracle,Science,onsite,8 pm - 9 pm,490,Standard,100
27/12/2023,12:02 pm,8163,Samyan,Edna Roberts I,18,F,Secondary,2 week fornight,Language,online,9 am - 10 am,5990,Standard,100
29/06/2023,8:47 am,8164,Bangkrapi,Felipe Cassin,10,M,Primary,1 month pack,Science,online,6 pm - 7 pm,8990,Premium,500
24/09/2023,5:28 pm,8165,Ekkamai,Ramiro Bradtke,16,M,Vocational,1 week marathon,Science,onsite,5 pm - 6 pm,2990,Standard,200
27/05/2023,7:19 pm,8166,Samyan,Colin Tromp,11,M,Primary,1 month pack,Social Studies,onsite,11 am - 12 pm,8990,Standard,500
06/03/2023,12:46 pm,8167,Samyan,Wilma Barton,15,F,Secondary,1 month pack,Science,online,10 am - 11 am,8990,Premium,500
11/11/2023,4:23 pm,8168,Bangkrapi,Carla Schimmel,16,F,Vocational,1 day miracle,Social Studies,online,2 pm - 3 pm,490,None,500
11/05/2023,8:55 pm,8169,Samyan,Paulette Funk Sr.,11,F,Primary,1 day miracle,Language,online,9 am - 10 am,490,None,200
19/06/2023,11:05 am,8170,Bangkrapi,Gilbert Weimann,12,M,Primary,1 month pack,Science,online,9 am - 10 am,8990,Standard,200
19/07/2023,8:38 pm,8171,Ladkrabang,Roland Nikolaus,9,M,Primary,1 day miracle,Social Studies,onsite,8 pm - 9 pm,490,Standard,1000
10/02/2023,9:37 am,8172,Bangkrapi,Victor Lubowitz,8,M,Primary,1 month pack,Language,online,2 pm - 3 pm,8990,None,200
01/10/2023,8:28 am,8173,Ekkamai,Darin Gusikowski-Hermiston,17,M,GED,1 month pack,Science,online,8 am - 9 am,8990,None,200
16/10/2023,8:37 am,8174,Ekkamai,Ernest Buckridge,18,M,Secondary,1 week marathon,Language,online,8 am - 9 am,2990,None,100
14/02/2023,3:42 pm,8175,Ekkamai,Ella O'Connell,9,F,Primary,1 week marathon,Science,online,1 pm - 2 pm,2990,Premium,200
10/07/2023,5:10 pm,8176,Ekkamai,Joey Ullrich,10,M,Primary,1 day miracle,Language,onsite,5 pm - 6 pm,490,Premium,100
28/06/2023,8:05 am,8177,Samyan,Loren Rogahn DVM,13,M,Vocational,1 day miracle,Math,onsite,3 pm - 4 pm,490,None,200
25/07/2023,12:14 pm,8178,Ekkamai,Sammy Mayer,16,M,Secondary,1 week marathon,Social Studies,online,12 pm - 1 pm,2990,None,100
04/07/2023,12:45 pm,8179,Ekkamai,Marshall Bruen,17,M,GED,1 month pack,Science,onsite,2 pm - 3 pm,8990,None,200
01/09/2023,9:53 pm,8180,Samyan,Angel Wisoky,19,F,Bachelor,1 month pack,Social Studies,online,9 am - 10 am,8990,Standard,100
07/11/2023,9:29 pm,8181,Ekkamai,Marjorie Goyette,9,F,Primary,1 month pack,Science,onsite,2 pm - 3 pm,8990,Standard,200
25/07/2023,5:27 pm,8182,Ekkamai,Gwen Herzog,16,F,Vocational,1 month pack,Science,onsite,4 pm - 5 pm,8990,None,100
20/06/2023,2:44 pm,8183,Ekkamai,Archie Thiel,17,M,Secondary,1 month pack,Social Studies,online,5 pm - 6 pm,8990,Standard,100
25/04/2023,6:04 pm,8184,Samyan,Tracey Heidenreich,12,F,Primary,1 week marathon,Language,onsite,4 pm - 5 pm,2990,Premium,100
20/08/2023,12:57 pm,8185,Samyan,Gilbert Windler,17,M,Vocational,1 day miracle,Science,onsite,11 am - 12 pm,490,None,500
15/01/2023,5:19 pm,8186,Bangkrapi,Lindsey Heathcote,11,F,Primary,2 week fornight,Science,onsite,1 pm - 2 pm,5990,Premium,100
19/01/2023,2:39 pm,8187,Bangkrapi,Iris Romaguera,20,F,Bachelor,1 day miracle,Language,online,10 am - 11 am,490,Standard,200
02/06/2023,2:11 pm,8188,Ekkamai,Phyllis Collins,16,F,Secondary,2 week fornight,Math,onsite,6 pm - 7 pm,5990,Premium,1000
08/11/2023,5:52 pm,8189,Bangkrapi,Oliver Jenkins IV,10,M,Primary,2 week fornight,Math,onsite,12 pm - 1 pm,5990,None,500
30/01/2023,2:18 pm,8190,Ekkamai,Willard Weber-Purdy PhD,18,M,Secondary,1 month pack,Social Studies,onsite,8 pm - 9 pm,8990,Premium,100
12/12/2023,7:52 pm,8191,Samyan,Jacquelyn Carroll,9,F,Primary,1 week marathon,Math,onsite,5 pm - 6 pm,2990,None,100
25/01/2023,2:26 pm,8192,Ladkrabang,Orlando Lebsack-Romaguera,10,M,Primary,1 month pack,Social Studies,onsite,8 pm - 9 pm,8990,Standard,100
20/02/2023,12:49 pm,8193,Ekkamai,Kari Wintheiser,20,F,Bachelor,1 week marathon,Social Studies,onsite,5 pm - 6 pm,2990,None,200
24/11/2023,12:29 pm,8194,Samyan,Rosie Nader,8,F,Primary,1 day miracle,Science,onsite,4 pm - 5 pm,490,None,200
27/09/2023,8:28 am,8195,Samyan,Kelly Ziemann,9,F,Primary,1 week marathon,Language,online,8 am - 9 am,2990,Premium,200
18/12/2023,4:00 pm,8196,Samyan,Nichole Lakin,19,F,Bachelor,1 week marathon,Math,online,9 pm - 10 pm,2990,Premium,500
16/10/2023,1:31 pm,8197,Samyan,Bridget Runolfsson,19,F,Bachelor,1 week marathon,Social Studies,onsite,12 pm - 1 pm,2990,Premium,100
11/12/2023,12:19 pm,8198,Samyan,Derek Weber,12,M,Primary,1 day miracle,Math,onsite,4 pm - 5 pm,490,Standard,200
18/07/2023,12:16 pm,8199,Samyan,Dixie Murphy,10,F,Primary,1 month pack,Science,online,3 pm - 4 pm,8990,Standard,100
09/03/2023,1:15 pm,8200,Ekkamai,Emilio Leuschke,7,M,Primary,2 week fornight,Science,onsite,1 pm - 2 pm,5990,Standard,200
13/05/2023,3:55 pm,8201,Bangkrapi,Carroll Morissette,18,M,Vocational,1 week marathon,Social Studies,online,12 pm - 1 pm,2990,None,200
26/07/2023,3:31 pm,8202,Ekkamai,Candace Ryan,11,F,Primary,1 month pack,Math,onsite,6 pm - 7 pm,8990,Premium,100
24/05/2023,8:15 pm,8203,Ekkamai,Terrance Rogahn,17,M,GED,1 month pack,Social Studies,onsite,3 pm - 4 pm,8990,Standard,200
11/12/2023,10:38 am,8204,Samyan,Veronica Lemke,10,F,Primary,2 week fornight,Language,online,5 pm - 6 pm,5990,Premium,100
24/02/2023,9:23 am,8205,Samyan,Matt Kuhn,14,M,GED,1 day miracle,Social Studies,online,10 am - 11 am,490,Premium,100
08/02/2023,2:07 pm,8206,Ekkamai,Bernadette Mills,17,F,Vocational,1 month pack,Science,online,5 pm - 6 pm,8990,None,100
20/12/2023,10:24 am,8207,Ekkamai,Diane Bernhard-Reilly,12,F,Primary,1 month pack,Math,onsite,9 pm - 10 pm,8990,Standard,500
26/12/2023,9:59 am,8208,Ekkamai,Bessie Bashirian,12,F,Primary,1 day miracle,Social Studies,onsite,10 am - 11 am,490,None,100
02/12/2023,10:01 am,8209,Samyan,Jason Effertz,14,M,Vocational,1 week marathon,Science,online,6 pm - 7 pm,2990,Premium,500
03/03/2023,7:23 pm,8210,Samyan,Rolando Kulas,19,M,Bachelor,1 month pack,Social Studies,onsite,8 pm - 9 pm,8990,None,200
03/08/2023,8:13 pm,8211,Samyan,Rita Lebsack,9,F,Primary,1 day miracle,Science,onsite,9 pm - 10 pm,490,None,100
27/06/2023,4:14 pm,8212,Ekkamai,Billie Torp,20,F,Bachelor,1 week marathon,Math,onsite,11 am - 12 pm,2990,None,200
09/06/2023,5:44 pm,8213,Ekkamai,Randal Johnston,10,M,Primary,1 week marathon,Science,online,5 pm - 6 pm,2990,Premium,100
09/05/2023,5:41 pm,8214,Samyan,Henry Lindgren,14,M,Secondary,1 day miracle,Language,onsite,10 am - 11 am,490,None,200
20/05/2023,3:54 pm,8215,Bangkrapi,Carla Klocko,10,F,Primary,1 week marathon,Social Studies,onsite,9 am - 10 am,2990,None,200
07/02/2023,9:12 am,8216,Samyan,Daryl Lesch,15,M,GED,1 day miracle,Math,onsite,10 am - 11 am,490,Premium,500
30/05/2023,2:31 pm,8217,Ekkamai,Floyd Schultz,17,M,GED,2 week fornight,Social Studies,onsite,5 pm - 6 pm,5990,None,100
08/09/2023,8:38 am,8218,Samyan,Rosie Pouros,16,F,Vocational,2 week fornight,Math,online,9 pm - 10 pm,5990,Premium,100
